orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556231-6678,Aktiebolaget Linco Fältservice,Aktiebolaget Linco Fältservice,46649,,46649,SALTSJÖBADEN,13336,JAKTVARVSVÄGEN 5,"Bolaget skall idka försäljning, import och export av huvudsakligen batterier och elektronisk utrustning samt därmed förenlig verksamhet.",1983-09-19,active,,,,
556240-9689,Oves Asfalterings Aktiebolag,Oves Asfalterings Aktiebolag,47811,,"47811; 77110; 46630; 77320; 47812",HANDEN,13644,ANLÄGGARVÄGEN 3,Bolaget skall utföra markarbeten samt entreprenadarbeten inom byggnadsbranschen samt idka därmed förenlig verksamhet. Bolaget ska även bedriva konsultverksamhet och utbildning inom företagsekonomi och redovisning samt idka därmed förenlig verksamhet.,1984-03-02,active,,,,
556242-0272,Serco Aktiebolag,Serco Aktiebolag,46189,,"46189; 82100",JÄRFÄLLA,17567,RIKSDALERVÄGEN 7,"Bolagets verksamhet är agent/återförsäljare inom industrielektroteknik och industriell vägning med kompletterande tillverkning i Sverige, samt bedriva skrivbyråverksamhet, ord- och textbehandling med databaserad registerhantering och därmed förenlig verksamhet.",1984-03-27,active,,,,
556254-7538,Darts Aktiebolag,Darts Aktiebolag,46491,,46491,MALMÖ,21124,KOSTERÖGATAN 5,Bolaget skall bedriva grossisthandel med fiskeredskap samt bedriva därmed förenlig verksamhet.,1985-01-14,active,,,,
556242-8689,Anika R Design Aktiebolag,Anika R Design Aktiebolag,47692,,47692,LIDINGÖ,18142,VÄNDSTIGEN 3,"Bolaget skall bedriva handel med konst, möbler och inredningsdetaljer samt inredningskonsultativ verksamhet, ekonomisk och juridisk konsultation samt därmed förenlig verksamhet.",1984-06-13,active,,,,
556254-1747,Vital Kontakt Aktiebolag,Vital Kontakt Aktiebolag,46491,,46491,SOLLEBRUNN,44172,HOLMÄNGSVÄGEN 4  GRÄFSNÄS,"Bolagets verksamhet är att utveckla nya produkter och tjänster inom lotteri-, förströelse-, hälso- och fritidsbranschen samt därmed förenlig verksamhet.",1985-02-05,active,,,,
556255-8071,Claessons Trätjära AB,Claessons Trätjära AB,46831,,46831,GÖTEBORG,41707,STENKOLSGATAN 5,"Bolaget skall bedriva byggkonsultverksamhet, fastighetsförvaltning och handel med aktier och värdepapper samt handel och konsultverksamhet inom byggnadsbranschen och havs- och sjöanknutna branscher som sjöfart, skeppsbyggeri- och varvsverksamhet och fiske, jämte därmed förenlig verksamhet.",1985-02-11,active,,,,
556019-3749,Kodak Nordic Aktiebolag,Kodak Nordic Aktiebolag,46649,,"46649; 46434",KISTA,16446,KRONBORGSGRÄND 19  1 TR,"Föremålet för bolagets verksamhet är att för egen del och/eller för tredje man idka handel (omfattande men inte begränsat till avbetalningsköp), service och produktion för alla sorters produkter avsedda för förtryck, tryckning och för grafikindustrin i allmänhet samt för alla slags produkter inom foto- och filmindustrin liksom maskiner, apparater, instrument, mjukvaror, system, reservdelar, konsumtionsvaror, komponenter och andra produkter som används i samband med de ovan uppräknade produkterna.",1920-12-13,active,,,,
556252-5500,Golvbeläggningar i Åstorp Aktiebolag,Golvbeläggningar i Åstorp Aktiebolag,47551,,"47551; 43330",ÄNGELHOLM,26254,ISHALLSVÄGEN 11,Aktiebolaget ska bedriva verksamhet avseende entreprenad och försäljning av golvmaterial samt därmed förenlig verksamhet.,1984-11-27,active,,,,
556254-1259,Le Mak Energy AB,Le Mak Energy AB,46831,,"46831; 71124",SOLLENTUNA,19270,LÄNSMANSVÄGEN 165,Bolaget skall bedriva konsult och utvecklingsarbete samt försäljning inom energiproduktion och energispar.,1985-01-25,active,,,,
556252-5104,ABLO Aktiebolag,ABLO Aktiebolag,46420,,"46420; 46499; 68203",ANGERED,42469,STORÅS INDUSTRIGATA 10,"Bolaget skall bedriva partihandel med kortvaror, ävensom idka därmed förenlig verksamhet.",1984-11-27,active,,,,
556253-4320,Anritsu AB,Anritsu AB,46502,,46502,KISTA,16426,BOX 1192,Bolaget skall bedriva försäljning och service av mätsystem och elektroniska komponenter och därmed förenlig verksamhet.,1985-08-20,active,,,,
556268-4067,Grebbestad Bilservice Aktiebolag,Grebbestad Bilservice Aktiebolag,47300,,47300,VALLDA,43490,EGNAHEMSVÄGEN 2,"Bolaget skall driva försäljning av bensin, biltillbehör och livsmedel, fastighetsförvaltning samt idka därmed förenlig verksamhet",1985-12-18,active,,,,
556262-6605,Lönnen i Markaryd Aktiebolag,Lönnen i Markaryd Aktiebolag,47711,,"47711; 68110; 47721; 68320",MARKARYD,28522,BOX 75,"Föremålet för bolagets verksamhet är att idka handel inom konfektion och skor, fastighetsförvaltning, köp och försäljning av fastigheter, samt därmed förenlig verksamhet.",1985-10-07,active,,,,
556239-0624,Copysolutions Sverige AB,Copysolutions Sverige AB,46501,,"46501; 33120",LANDVETTER,43891,GRÖENVÄGEN 6,"Bolaget ska bedriva försäljning, service, uthyrning och konsultation inom kontorsmaskiner och därmed förenlig verksamhet samt äga och förvalta fast och lös egendom.",1984-03-19,active,,,,
556224-9564,Bengtssons Bil & Bensin i Hällesåker Aktiebolag,Bengtssons Bil & Bensin i Hällesåker Aktiebolag,47300,,47300,LINDOME,43792,HÄLLESÅKER 3  PL 6025,"Bolaget skall driva servicestation, verkstad och kioskrörelse och därmed förenlig verksamhet.",1983-02-03,active,,,,
556228-1559,M. Åhgrens Dental Aktiebolag,M. Åhgrens Dental Aktiebolag,46189,,46189,VÄLLINGBY,16256,NICKELGRÄND 14,Bolaget skall driva handel med dentalartiklar samt utöva därmed förenlig verksamhet.,1983-05-05,active,,,,
556222-2488,Mediatronics Aktiebolag,Mediatronics Aktiebolag,46141,,"46141; 68202; 46502; 46501",TÄBY,18356,GRÄNSVÄGEN 11,"Bolaget ska inom EU sälja, förmedla och installera elektroniska produkter och maskiner, samt idka fastighets- och värdepappersförvaltning och därmed förenlig verksamhet.",1982-10-28,active,,,,
556227-1303,Gastons Urmakeri Aktiebolag,Gastons Urmakeri Aktiebolag,47771,,"47771; 95250",PARTILLE,43321,BOX 26,"Bolaget skall bedriva försäljning samt reparation av ur, ävensom idka därmed förenlig verksamhet.",1983-03-28,active,,,,
556220-6945,Maxtex Svenska Aktiebolag,Maxtex Svenska Aktiebolag,47711,,47711,TRANEMO,51433,NORRGATAN 10,"Aktiebolagets verksamhet skall vara att driva handel med konfektion, äga och förvalta värdepapper samt därmed förenlig verksamhet.",1982-10-06,active,,,,
556237-4388,Kalmar Trailercenter AB,Kalmar Trailercenter AB,47813,,"47813; 95311; 68203",KALMAR,39477,BOHOLMSVÄGEN 2,"Bolaget ska bedriva sandblästeriverksamhet och rostskyddsbehandling, samt därmed förenlig verksamhet. Bolaget skall även bedriva inköp och försäljning av släpvagnar.",1984-02-10,active,,,,
556237-3109,Åkermyntans Garn & Present Aktiebolag,Åkermyntans Garn & Present Aktiebolag,47510,,47510,HÄSSELBY,16575,LÖVKOJSGRÄND 12,"Bolagets verksamhet skall bestå av inköp och försäljning av textil, garn, presentartiklar, sybehör och lampskärmsmaterial samt därmed förenlig versamhet.",1983-12-20,active,,,,
556231-8922,Inference Machines Sweden Aktiebolag,Inference Machines Sweden Aktiebolag,47401,,47401,STOCKHOLM,11226,KUNGSBRO STRAND 19  LGH1306,"Bolaget skall driva handel med datorer, elektronikprodukter och programvara, patenträtter, värdepapper, metaller samt konsultverksamhet inom databranschen.",1983-12-20,active,,,,
556242-8465,Caap Textil Aktiebolag,Caap Textil Aktiebolag,46410,,46410,NORRKÖPING,60228,EXPORTGATAN 25,"Bolaget skall driva handel med textil, kortvaror, husgeråd och därmed förenlig verksamhet .",1984-05-14,active,,,,
556244-8273,Black and White Produkter i Halmstad Aktiebolag,Black and White Produkter i Halmstad Aktiebolag,47692,,"47692; 68203",HALMSTAD,30248,BRYNGELSHUSGATAN 13,Bolaget skall bedriva försäljning och uthyrning av konst samt därmed förenlig verksamhet samt bedriva fastighetsförvaltning.,1984-06-08,active,,,,
556238-3512,KÅ Gustafsson i Hishult Aktiebolag,KÅ Gustafsson i Hishult Aktiebolag,47692,,"47692; 18122; 90200",HISHULT,31253,MARKARYDSVÄGEN 10,"Bolaget skall bedriva grafisk formgivning av trycksaker, bok och konstförlag, konstutställningar och konstförsäljning, gästgiveri med konferensanläggning, ävensom idka därmed förenlig verksamhet.",1984-01-03,active,,,,
556245-2374,Living Home Aktiebolag,Living Home Aktiebolag,46499,,46499,SOLLEBRUNN,44172,VIDEHUSVÄGEN 10,"Bolaget skall bedriva import, export och försäljning av konst- blommor, äga och förvalta fast och lös egendom, såsom fastig- heter och värdepapper och därmed förenlig verksamhet.",1984-06-05,active,,,,
556243-5619,Hovås Släpdelar AB,Hovås Släpdelar AB,46720,,"46720; 47633",ASKIM,43642,BERGSTIGEN 2 A,Bolaget skall bedriva försäljning av reservdelar och tillbehör till husvagnar och båtar och idka därmed förenliga verksamheter.,1984-04-26,active,,,,
556254-7553,Whoprox AB,Whoprox AB,47272,,"47272; 20599",OXIE,23835,BLANKEBÄCKSVÄGEN 17,"Aktiebolagets verksamhet skall vara att bedriva handel med produkter för hemframställning av drycker, handel med livsmedel, bedriva reklambyråverksamhet, bedriva handel med hundrelaterade produkter samt därmed förenlig verksamhet. Bolaget skall också ha som verksamhet att äga och förvalta fast och lös egendom. Vidare ska bolaget tillverka och handla med smakämnen och tillbehör.",1985-02-04,active,,,,
556249-7585,Axelsbergshallen AB,Axelsbergshallen AB,47112,,"47112; 10710; 10112; 10850",HÄGERSTEN,12904,BOX 418,Bolaget har till föremål för sin verksamhet att bedriva detaljandelsrörelse med dagligvaror i Sverige och annan därmed förenlig verksamhet.,1984-09-27,active,,,,
556259-6535,Elkington AB,Elkington AB,46831,,46831,TROSA,61933,INDUSTRIGATAN 5,Bolaget skall bedriva köp och försäljning av produkter inom byggnads- och anläggningsindustri och därmed förenlig verksamhet.,1985-07-02,active,,,,
556245-6573,Future Eyewear Group Sweden AB,Future Eyewear Group Sweden AB,46434,,46434,STOCKHOLM,10390,BOX 7305,"Aktiebolaget ska bedriva verksamhet innefattande export, import och försäljning av klockor, glasögon, sport- och fritidsartiklar och därmed förenlig verksamhet.",1987-06-23,active,,,,
556245-6888,WCT Verktyg Aktiebolag,WCT Verktyg Aktiebolag,46620,,"46620; 46841",KARLSTAD,65221,GJUTERIGATAN 24,"Bolaget skall bedriva handel med verktyg, maskiner och övriga verkstadsförnödenheter samt därmed förenlig verksamhet.",1984-07-23,active,,,,
556262-9211,Econopack Aktiebolag,Econopack Aktiebolag,46860,,46860,MÖLNDAL,43121,BOX 16,"Bolaget skall antingen i egen regi eller genom dotterbolag bedriva tillverkning och tryckning av emballage- och utställningsmateriel, driva handel med emballage- och utställningsmateriel, och förpackningsutrustningar, ombesörja emballering och förpackning, förmedla tjänster inom förpacknings- och emballageområdet, bedriva elektronisk databearbetning av information samt systemutveckling, tillhandahålla tjänster inom området produktionsledning inom förpackningsindustrin, bedriva utveckling av förpackningsmetoder och förpackningsmaskiner, äga och förvalta fast och lös egendom samt bedriva därmed förenlig verksamhet.",1985-09-10,active,,,,
556023-2919,Conaxess Trade Sweden AB,Conaxess Trade Sweden AB,46170,,"46170; 46390",SUNDBYBERG,17266,LÖFSTRÖMS ALLÉ 5,"Bolaget skall idka tillverkning samt bedriva säljbolags- och agenturrörelse med livsmedel, kem-tekniska produkter och andra dagligvaror, ävensom driva därmed förenlig verksamhet.",1924-09-15,active,,,,
556256-2776,Handelshuset Opex Aktiebolag,Handelshuset Opex Aktiebolag,46434,,46434,KUNGSBACKA,43422,BOX 10190,Bolaget skall bedriva agentur och grossistverksamhet inom den optiska branschen och därmed förenlig verksamhet.,1985-03-11,active,,,,
556266-3392,Ellde Linjemateriel Aktiebolag,Ellde Linjemateriel Aktiebolag,46841,,46841,UPPLANDS VÄSBY,19421,BOX 23,"Bolaget skall bedriva handel med verktyg och maskiner för kraftledningsbyggnationer samt verktyg för elektriska installationer och härtill hörande förnödenheter. Bolaget har även rätt att äga och förvalta fastigheter ävensom idka därmed förenlig verksamhet. Bolaget har rätt att äga, förvalta och driva handel med aktier och andra värdepapper. Bolaget har rätt att äga och bedriva uthyrningsverksamhet av fartyg, samt utföra transport av varor och människor med fartyg.",1987-12-16,active,,,,
556259-7269,Galleri 701 Ramcenter Aktiebolag,Galleri 701 Ramcenter Aktiebolag,47692,,47692,JÖNKÖPING,55321,ÖSTRA STORGATAN 47,Aktiebolaget ska bedriva försäljning av konst.,1985-04-24,active,,,,
556271-5937,Fränsta Bensin & Livs Aktiebolag,Fränsta Bensin & Livs Aktiebolag,47300,,"47300; 77110",FRÄNSTA,84171,GISSJÖGATAN 514,"Bolaget skall bedriva bensinstationsrörelse, bilverkstad, äga och förvalta fast och lös egendom samt idka därmed förenlig verksamhet.",1986-01-27,active,,,,
556225-3350,Cyréns i Göteborg Aktiebolag,Cyréns i Göteborg Aktiebolag,47541,,47541,GÖTEBORG,41665,REDBERGSVÄGEN 19,"Bolagets verksamhet är försäljning och reparationer av hushållsmaskiner samt köpa, äga och förvalta aktier och värdepapper och därmed förenlig verksamhet.",1983-02-15,active,,,,
556224-0811,Vägga Fisk & Delikatessrökeri Carlshamn Aktiebolag,Vägga Fisk & Delikatessrökeri Carlshamn Aktiebolag,46322,,"46322; 10200",KARLSHAMN,37430,SALTSJÖBADSVÄGEN,"Bolaget skall idka handel med fisk och fiskprodukter, rökning av fisk samt även idka därmed förenlig verksamhet.",1983-01-13,active,,,,
556219-4620,BRC Bilradiocenter i Malmö Aktiebolag,BRC Bilradiocenter i Malmö Aktiebolag,46432,,"46432; 46503",MALMÖ,21375,AGNESFRIDSVÄGEN 128,Föremålet för bolagets verksamhet är att bedriva handel med bil- radio och därtill hörande tekniska artiklar och därmed förenlig verksamhet.,1982-08-09,active,,,,
556236-6251,Toyota Material Handling Sweden AB,Toyota Material Handling Sweden AB,46649,,"46649; 33120; 77390",SOLNA,17106,BOX 6021,Bolaget skall bedriva tillverkning och försäljning inom materialhanteringsområdet jämte därmed förenlig verksamhet.,1983-11-29,active,,,,
556247-5896,Heraco Aktiebolag,Heraco Aktiebolag,46900,,46900,HOLMSUND,91332,DALBOMSVÄGEN 5,"Bolaget skall bedriva agenturverksamhet bestående av undervisningsmaterial för biologi, kemi och fysik samt mikroskop och optiska artiklar ävensom idka därmed förenlig verksamhet.",1984-09-03,active,,,,
556234-1379,"Svenska Laboratorieförsäljningen Aktiebolag, LABFAB","Svenska Laboratorieförsäljningen Aktiebolag, LABFAB",46460,,46460,SÖDERHAMN,82650,SÖDRA HAMNGATAN 50,"Bolaget skall bedriva försäljning av lab. artiklar till sjukhus, ävensom idka därmed förenlig verksamhet.",1983-11-07,active,,,,
556236-9339,Kontinentbron Aktiebolag,Kontinentbron Aktiebolag,46712,,"46712; 47811",KRISTIANSTAD,29130,ÖSTRA STORGATAN 44,Föremålet för bolagets verksamhet är att bedriva handel med bilar och arbetsfordon såväl import som export samt konsultverksamhet och handel med aktier och därmed förenlig verksamhet.,1983-12-08,active,,,,
556256-3006,B:fors Aktiebolag,B:fors Aktiebolag,47692,,47692,STOCKHOLM,11460,KARLAPLAN 9 B,Bolaget skall inom informationsbehandlingsbranschen bedriva konsultverksamhet och utbildning samt därmed förenliga verksamheter.  Bolaget skall inom konstbranschen bedriva galleriverksamhet samt därmed förenliga verksamheter.  Bolaget skall vidare äga och förvalta fastigheter och aktier.,1985-05-02,active,,,,
556247-1671,HTM Försäljnings Aktiebolag,HTM Försäljnings Aktiebolag,46499,,46499,SURAHAMMAR,73537,ENBÄRSVÄGEN 14,Bolaget skall bedriva handel med fritids- och presentartiklar och därmed förenlig verksamhet.,1987-03-23,active,,,,
556255-3510,Bagges Byggkonsult Aktiebolag,Bagges Byggkonsult Aktiebolag,46831,,"46831; 68203",JOKKMOKK,96224,BOX 166,"Bolaget skall bedriva inköp och försäljning av byggnadsmaterial, maskinuthyrning samt entreprenadverksamhet avseende mark och anläggning och därmed förenlig verksamhet.",1985-01-31,active,,,,
556254-2679,Uno Svensson Bil Aktiebolag,Uno Svensson Bil Aktiebolag,47811,,"47811; 95311",TOLLARP,29891,HOMMENTORPSVÄGEN 66,"Bolaget ska bedriva försäljning och reparationer av bilar, förvaltning av fast egendom, uthyrning av personal samt idka annan därmed förenlig verksamhet.",1985-03-27,active,,,,
556015-4212,OMYA Aktiebolag,OMYA Aktiebolag,46850,,"46850; 20130; 08120; 08110; 20160",MALMÖ,21140,SÖDRA TULLGATAN 4,"Föremålet för bolagets verksamhet är att, självt eller genom dotterbolag förädla och försälja mineral och mineralprodukter, att bedriva handel med industrimineral och med kemikalier för pappers-, plast-, färg- och gummiindustrin, ävensom utöva därmed förenlig verksamhet.",1918-03-04,active,,,,
556021-6474,Gustaf v Sivers Aktiebolag,Gustaf v Sivers Aktiebolag,46860,,46860,STOCKHOLM,11536,RINDÖGATAN 22,Bolaget skall driva försäljning av sjukvårdsemballage ävensom driva agenturrörelse företrädesvis inom plastbranschen samt utöva därmed förenlig verksamhet.,1923-03-02,active,,,,
556247-0533,Däckservice i Linköping AB,Däckservice i Linköping AB,47820,,"47820; 95313",LINKÖPING,58273,NORRA OSKARSGATAN 12,Bolaget ska bedriva handel med däck och fälgar samt bedriva däckservice ävensom idka annan därmed förenlig verksamhet.,1984-10-08,active,,,,
556247-1622,Lagerroos bensin Aktiebolag,Lagerroos bensin Aktiebolag,47300,,"47300; 47112",VAXHOLM,18533,PÅLSUNDSVÄGEN 2,"Bolaget skall bedriva bensinstation för bilar och båtar, uthyrning av bilar och båtar samt verktygsmaskiner, trädgårdsmaskiner samt därmed förenlig verksamhet.",1987-03-25,active,,,,
556266-4325,Skalldalen Group AB,Skalldalen Group AB,46860,,46860,HOVÅS,43656,JÄRKHOLMSVÄGEN 68,"Föremålet för bolagets verksamhet är att äga och förvalta fast egendom, konsultationer inriktad på försäljning inom dagligvaruhandeln och därmed förenlig verksamhet.",1987-12-10,active,,,,
556257-5158,Åmåls Bok- & Pappershandel Aktiebolag,Åmåls Bok- & Pappershandel Aktiebolag,47611,,"47611; 47622; 47612",ÅMÅL,66231,MELLANBROGATAN 1,Bolaget skall driva handel med böcker och kontorsmaterial samt därmed förenlig verksamhet.,1985-05-08,active,,,,
556229-2028,Chark Food i Stockholm Aktiebolag,Chark Food i Stockholm Aktiebolag,46321,,"46321; 10130",SKOGÅS,14250,SVARVARVÄGEN 6 A,Bolaget skall driva tillverkning av charkuterivaror och färdiglagad mat samt försäljning och distribution av dessa produkter och utöva därmed förenlig verksamhet.,1983-05-17,active,,,,
556231-9409,Arkhyttan Hemslöjdsprodukter Aktiebolag,Arkhyttan Hemslöjdsprodukter Aktiebolag,46499,,46499,BROMMA,16774,SVANHILDSVÄGEN 7,"Bolaget skall sälja svensk hemslöjd och andra varor av liknande slag av god kvalitet och formgivning, samt bedriva därmed förenlig verksamhet.",1983-08-01,active,,,,
556231-5159,Garngrossisten i Mark Aktiebolag,Garngrossisten i Mark Aktiebolag,46410,,46410,MÖLNDAL,43190,LUNNAGÅRDSGATAN 1,Bolaget skall bedriva handel med textilvaror ävensom idka därmed förenlig verksamhet.,1983-07-05,active,,,,
556245-5096,CAB Candinavia Aktiebolag,CAB Candinavia Aktiebolag,46360,,"46360; 68203; 10820; 46340",LINKÖPING,58278,HARSTENAGATAN 3,"Bolaget skall bedriva import och export av konfektyr, livsmedel och bryggeriprodukter ävensom idka därmed förenlig verksamhet.",1984-05-28,active,,,,
556241-5587,Swedish Timber Aktiebolag,Swedish Timber Aktiebolag,46831,,46831,NÄSSJÖ,57195,LILLA NORGET 1,"Föremålet för bolagets verksamhet är att bedriva sågverksrörelse, försäljning av trädprodukter, trävaru- och byggnadsmaterial, handel och tillverkning av småhus, äga och förvalta fastigheter och därmed förenlig verksamhet.",1984-09-11,active,,,,
556246-5202,Infinitum Aktiebolag,Infinitum Aktiebolag,47300,,47300,STOCKHOLM,11228,SCHEELEGATAN 15,"Bolaget skall bedriva konsultationer och utbildning i ekonomi, bedriva uthyrningsverksamhet av bostäder och kontor såväl utomlands som i Sverige, äga och förvalta värdepapper, fastigheter, lägenheter och andra förmögenhetstillgångar samt därmed förenlig verksamhet.",1984-11-02,active,,,,
556244-2482,Martin & Son Aktiebolag,Martin & Son Aktiebolag,47771,,"47771; 68203; 47772",UDDEVALLA,45176,Torp 28,"Bolaget skall driva guld-och smyckeförsäljning, urreparationer, samt därmed förenlig verksamhet.",1984-05-28,active,,,,
556247-4667,L. Rönning Aktiebolag,L. Rönning Aktiebolag,46649,,46649,ÄNGELHOLM,26272,METALLGATAN 12 A,"Bolaget skall bedriva utveckling, tillverkning och försäljning av egna maskinkonstruktioner samt idka därmed förenlig verksamhet.",1984-08-06,active,,,,
556253-6291,Golf Cantinan Aktiebolag,Golf Cantinan Aktiebolag,47631,,"47631; 85510",TVÅÅKER,43277,,"Bolaget skall idka inköp och försäljning av golfartiklar, undervisning i golf, partihandel och postorderförsäljning av hård- och kemisktekniska varor, samt därmed förenlig verksamhet.",1985-01-18,active,,,,
556247-1572,Everfresh AB,Everfresh AB,46310,,46310,HELSINGBORG,25669,LÅNGEBERGAVÄGEN 190,"Bolaget skall bedriva handel och förvaltning av värdepapper, fastigheter och kapital, dock ej sådan verksamhet som avses i lagen om bankrörelse respektive lag (1992:1610) om finansierings- verksamhet. Bolaget skall även bedriva handel med frukt och grönsaker mot detaljist, handel med frukt och grönsaker mot grossist, import och export av skogsbär, partihandel med jordbruksprodukter, detaljhandel med jordbruksprodukter, import och export av jordbruksprodukter samt utföra administrativa förvaltningstjänster inom koncernen.",1987-04-13,active,,,,
556249-7684,Johan Nordströms Handels Aktiebolag,Johan Nordströms Handels Aktiebolag,46450,,"46450; 46850",LIDINGÖ,18124,BOX 1264,Bolaget skall bedriva import och export samt försäljning av kemisk tekniska produkter ävensom idka därmed förenlig verksamhet.,1984-09-24,active,,,,
556257-2684,Titt in i Rosenlund Aktiebolag,Titt in i Rosenlund Aktiebolag,47510,,47510,HJO,54435,SKÖVDEVÄGEN 43,Föremålet för bolagets verksamhet är att bedriva textil varuhandel jämte annan därmed förenlig verksamhet.,1985-04-23,active,,,,
556022-1508,Kullbergs Bokhandel Aktiebolag,Kullbergs Bokhandel Aktiebolag,47611,,"47611; 47622; 47693",NYKÖPING,61132,VÄSTRA STORGATAN 27 B,"Bolaget skall idka bok- och pappershandel, äga och förvalta fast och lös egendom ävensom idka därmed förenlig verksamhet.",1923-08-17,active,,,,
556251-8752,Vikens Trä AB,Vikens Trä AB,47521,,47521,VALDEMARSVIK,61595,GRÄNNÄS INDUSTRIOMRÅDE 2,"Bolaget skall bedriva byggnadsverksamhet, förädling av träprodukter samt försäljning av verktyg och byggnadsmaterial. Äga och förvalta fast egendom ävensom idka därmed förenlig verksamhet. Dessutom skall bolaget kunna äga och förvalta värde- papper.",1984-11-16,active,,,,
556270-2448,Jakokem Aktiebolag,Jakokem Aktiebolag,46850,,46850,TYRESÖ,13548,RADIOVÄGEN 3,"Bolaget skall bedriva import, export och försäljning av kemikalier. Utveckling av processhjälpkemikalier samt idka därmed förenlig verksamhet.",1986-01-09,active,,,,
556259-6709,Cinderella Eco Sverige AB,Cinderella Eco Sverige AB,46832,,46832,BROMMA,16102,BOX 20216,"Bolaget ska bedriva verksamhet inom handel, försäljning, marknadsföring av toaletter- och avloppssystem samt tillhörande tjänster för konsument- och proffsmarknad. Äga och förvalta fast egendom och värdepapper samt därmed förenlig verksamhet.",1985-07-19,active,,,,
556253-7349,Hammarö Jord och Grus AB,Hammarö Jord och Grus AB,47761,,47761,SKOGHALL,66334,HANTVERKSVÄGEN 13,"Föremålet för bolagets verksamhet är att bedriva produktion och försäljning av jord, grus och sand. Bolaget erbjuder uthyrning av släpvagnar, garage- och uppställningsplatser, tjänster inom markentreprenad, trädgård, godstransporter och därmed förenlig verksamhet.",1985-01-08,active,,,,
556240-2015,Heat Engineering Technology Europe AB,Heat Engineering Technology Europe AB,47632,,47632,HUSKVARNA,56132,VÄTTERGATAN 9 B,"Bolaget skall bedriva försäljning av cyklar, elcyklar och tillbehör samt komponenter och därmed förenlig verksamhet.",1984-02-16,active,,,,
556233-7195,Rybrinks i Kungsbacka AB,Rybrinks i Kungsbacka AB,46440,,"46440; 46450",KUNGSBACKA,43437,ENERGIGATAN 19,"Bolaget skall bedriva agentur och importverksamhet med dagligvaror såsom hygien-,'kemisk/tekniska pappers-, och kosmetiska artiklar,lagerhantering av gods och distribution av gods samt därmed utöva förenligt verksamhet.",1983-11-03,active,,,,
556243-4687,Royal Boutique Söderlund Aktiebolag,Royal Boutique Söderlund Aktiebolag,47711,,47711,STOCKHOLM,11434,NYBROGATAN 9,"Bolaget skall idka detaljhandel inom konfektion, ävensom idka därmed förenlig verksmahet.",1984-05-04,active,,,,
556235-3804,Hiltmann Industriprodukter Aktiebolag,Hiltmann Industriprodukter Aktiebolag,46720,,46720,ASKIM,43642,BERGSTIGEN 2 A,"Bolaget skall bedriva handel med tillbehör, reservdelar och chassidelar till husvagnar, andra lätta släp, husbilar och båtar, äga och förvalta fastigheter och värdepapper ävensom idka därmed förenlig verksamhet.",1983-10-31,active,,,,
556222-6729,Bronto Skylift Aktiebolag,Bronto Skylift Aktiebolag,46141,,46141,VALLENTUNA,18640,OKVISTAVÄGEN 38,Bolaget skall bedriva tillverkning och försäljning av verkstadsprodukter och agenturverksamhet inom samma område samt att bedriva därmed förenlig verksamhet.,1982-11-16,active,,,,
556230-5853,Hildur & Herman AB,Hildur & Herman AB,47789,,"47789; 47692",FALUN,79127,BOX 292,"Bolaget skall driva handel med garn, textilier, konsthantverk samt konsultverksamhet inom förlags-, informations- och reklam- branschen samt därmed förenlig verksamhet.",1983-07-12,active,,,,
556231-3691,Elmetec AB,Elmetec AB,46501,,"46501; 46502; 93199; 95311",VENDELSÖ,13672,LÖTVÄGEN 5,"Bolaget ska utveckla, installera och underhålla el och elektronikutrustningar samt idka därmed förenlig verksamhet. Bolaget skall därutöver bedriva inköp, reparationer och försäljning av fordon.",1983-08-12,active,,,,
556230-4369,Instrumentcenter Sweden AB,Instrumentcenter Sweden AB,46641,,"46641; 71200; 33140",NYKÖPING,61135,ÖSTRA LÄNGDGATAN 4 B,"Bolaget skall bedriva instrumentförsäljning, reparationer och legotillverkning av elektriska instrument samt idka därmed förenlig verksamhet.",1983-06-14,active,,,,
556247-6274,Tresom AB,Tresom AB,47510,,"47510; 64993",LIMHAMN,21617,ÖRNGATAN 3,Bolaget skall bedriva förvaltning av värdepapper och därmed förenlig verksamhet.,1984-08-14,active,,,,
556234-5685,Målarmästarns Färgbutik i Stockholm AB,Målarmästarns Färgbutik i Stockholm AB,47523,,47523,ENSKEDE,12263,SOCKENVÄGEN 368,"Bolaget skall bedriva konsultationer inom måleribranschen, grossist- och detaljhandeln av måleriprodukter, glass samt andra caférelaterade produkter samt administrativ verksamhet, förvaltning av fast och lös egendom samt idka därmed förenlig verksamhet.",1983-10-31,active,,,,
556213-8502,Adapt Innovation AB,Adapt Innovation AB,46460,,46460,GÖTEBORG,41255,JOHANNEBERGSGATAN 32 B LGH 1301,"Föremålet för bolagets verksamhet skall vara att bedriva konsultativ verksamhet samt utveckling av sportmedicinska produkter, att äga och förvalta fast egendom och lös egendom såsom värdepapper samt idka därmed förenlig verksamhet.",1981-12-10,active,,,,
556241-5892,Harlequin Trade AB,Harlequin Trade AB,46190,,46190,MALMÖ,20010,BOX 17051,"Bolaget skall bedriva handel med konsumentvaror, såsom smycken, leksaker och prydnadssaker, samt köpa och sälja fast egendom och därmed förenlig verksamhet.",1984-03-28,active,,,,
